Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
St. Laurence's Gate - Drogheda Walls,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/st-laurences-gate-drogheda-walls,353419872843,-6.347102,53.71591,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Historic Houses and Castle"
The National Design & Craft Gallery,https://www.ndcg.ie/,353567796147,-7.25007859999999,52.6493621,Kilkenny,,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Jane Hilliard Gallery,http://www.janehilliard.com/,353861504030,-9.707763,52.2693541,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Mossfield Organic Farm,http://www.mossfield.ie,353579131002,-7.8005629,53.060734,Offaly,,Ireland,Visitor Farm
Annemarie Bourke Studio Gallery,https://www.annemariebourke.com/,35361410510,-8.6296155,52.6613859,Limerick,,Ireland,"Craft,Shopping,Learning,Art Gallery"
Herb Garden at Kilgraney House,http://kilgraneyhouse.com/,353599775283,-6.95819999999999,52.6538339,Carlow,,Ireland,"Gardens,Garden,Food Shops,Shopping"
Garryhill House,https://www.buildingsofireland.ie/buildings-search/building/10301651/garryhill-house-garryhill-county-carlow,353599727240,-6.848067,52.678048,Carlow,Bagenalstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Pure Skill,https://www.pureskill.ie,35391515510,-9.10056949999999,53.2711069999999,Galway,,Ireland,"Gaa,Activity Operator"
The Arranmore Ferry,https://thearranmoreferry.com/,353873171810,-8.4423411,54.9831269999999,Donegal,Burtonport,Ireland,"Transport,Activity Operator,Embarkation Point,Island,Offshore Island,Boat,Tour,Coach,Road"
St Iberius Church,,,-6.46214239999999,52.3391990999999,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Belcarra Eviction Cottage,http://www.museumsofmayo.com/eviction-cottage/eviction-cottage-belcarra.html,353879090046,-9.2190281,53.8129006,Mayo,Castlebar,Ireland,"Learning,Museums and Attraction,Tour"
"St Peter's Roman Catholic Church, Drogheda",http://www.saintpetersdrogheda.ie,353419838536,-6.3533726,53.7150105,Louth,Drogheda,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Castle Leslie Estate,https://www.castleleslie.com/activities/,3534788100,-6.893738,54.318282,Monaghan,Glaslough,Ireland,"Falconry,Nature and Wildlife,Fishing,Angling,Horse Riding,Equestrian,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink,Restaurant,Activity Operator"
Lettermullen & Garumna Heritage Centre,https://www.xn--cuigal-eva.ie/about,35391551744,-9.73240906606963,53.2432360359837,Galway,Lettermullen Island,Republic of Ireland,"Tracing Your Ancestors,Museums and Attraction"
Marlfield House & Gardens,https://www.marlfieldhouse.com/,353539421124,-6.27521099999999,52.668747,Wexford,Gorey,Ireland,"Walking,Gardens,Garden"
The Spanish Arch,,,-9.0540754,53.2697482,Galway,,Ireland,Museums and Attraction
The Carol Cronin Gallery,https://carolcronin.com/,353861031074,-10.269942,52.141735,Kerry,Dingle,Ireland,"Craft,Shopping,Art Gallery"
The Lace Gallery,http://www.thelacegallery.com,353599155676,-6.7364351,52.7535167,Carlow,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Nowlan Park  Gaelic Stadium,http://www.kilkennygaa.ie,,-7.238554,52.656856,Kilkenny,Kilkenny City,Republic of Ireland,"Gaa,Activity Operator,Stadium,Sports Venue,Venue,Sports Venues"
Oranmore Castle,http://www.oranmorecastle.com,353866003160,-8.9346103,53.2682869,Galway,Oranmore,Ireland,"Castle,Historic Houses and Castle,Venue,Music,Tour"
Greenacres Art Centre,https://www.greenacres.ie/the-gallery/,353539122975,-6.4640300932541,52.3414347677529,Wexford,Wexford Town,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Comedy,Music,Activity Operator"
Killagholehane Cemetery and Church,https://www.limerick.ie/discover/eat-see-do/history-heritage/churches-settlements/killagholehane-cemetery-and-church-ruin,35361396255,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Dunamaise Arts Centre,https://www.dunamaise.ie/,353578663355,-7.29998339999999,53.0343718,Laois,Portlaoise,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Comedy,Music"
Hennigan's Heritage Centre,http://hennigansheritage.com/,353872491402,-8.98737349999999,53.9742533999999,Mayo,,Ireland,"Museums and Attraction,Visitor Farm,Tour"
Fairbrook House Garden and Museum,https://www.fairbrook-housegarden.com/,35351384657,-7.2636416,52.2397242,Waterford,,Ireland,"Gardening,Nature and Wildlife,Historic Houses and Castle,Art Gallery,Gardens,Garden,Museums and Attraction,Cafe,Food and Drink,Tour"
Kinsale Museum,https://www.kinsale.ie/2010/06/11/regional-museum/,353214777930,-8.5242949,51.7062716999999,Cork,Kinsale,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Blarney House and Gardens,https://blarneycastle.ie/,353214385252,-8.5707144,51.9291159,Cork,Blarney,Ireland,"Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Tour"
Bainnlann Chul na nGabhar Art Gallery,https://www.facebook.com/bainnlann/,3535841933,-7.62477209999999,52.0897541999999,Waterford,Dungarvan,Ireland,"Craft,Shopping,Art Gallery"
The Donegal Gaeltacht,,,-8.1107141,54.654487,Donegal,Glencolmcille,Ireland,Natural Landscape
Curragh Military Museum,https://www.military.ie/en/public-information/defence-forces-museums/the-curragh-museum,35345445342,-6.8309714,53.1458507,Kildare,,Ireland,"Learning,Photography,Museums and Attraction,Tour"
The Hamilton Gallery,https://hamiltongallery.ie/,353719143686,-8.47239424040606,54.2705261165701,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
Peter Cox Photography Gallery,http://www.petercox.ie/,353646686076,-9.5085599,52.0586039,Kerry,Killarney,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Ballymurrin Quaker Farmstead,http://www.ballymurrinquakerfarmstead.eu,35340448206,-6.1066529,52.9341601,Wicklow,,Ireland,"Agriculture,Nature and Wildlife,Historic Houses and Castle,Museums and Attraction"
West Cork Crafts,https://www.westcorkcrafts.ie/,353838954823,-9.2680878,51.5492652,Cork,Skibbereen,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Gallery Kinsale,http://thegallerykinsale.com/,353868448589,-8.5226584,51.7049884999999,Cork,Kinsale,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
St Aidan's Cathedral,https://www.staidanscathedral.ie/,353539235777,-6.5709015,52.5028662,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Great Sugar Loaf Mountain,http://www.visitwicklow.ie,,-6.151,53.152,Wicklow,Kilmacanogue,Ireland,"Walking,Natural Landscape"
The Back Lane Pop Up Gallery,http://thebacklanegallery.blogspot.com/,353873212948,-9.5062927,52.0589956,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
Donaghpatrick Church,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/donaghpatrick-church,,-6.75954919999999,53.6965617,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Patrickstown Viewing Point,,,-7.085113,53.74976,Meath,Oldcastle,Ireland,Natural Landscape
Avoca Studio Gallery,https://avocagallery.com/welcome-to-the-avoca-painting-school/,35340235555,-6.2272958,52.8800149,Wicklow,,Ireland,"Craft,Shopping,Art Gallery"
Brideweir Hous,https://www.brideweir.ie,3532536386,-8.1550475,52.0869699,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Drishane House,https://drishane.com,3532836126,-9.1811823,51.5261146,Cork,Drishane,Ireland,"Historic Houses and Castle,Gardens,Garden,Museums and Attraction"
Vanda Art Gallery,http://www.vandaluddy.com,353872855705,-9.052645,53.273518,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Secret Gardens Sligo,https://www.secretgardensofsligo.com/gardens,353863375741,-8.47608643854607,54.2764192895825,Sligo,Sligo Town,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
"The Glen, Strandhill",,,-8.58085464301154,54.2610508211186,Sligo,Strandhill,Ireland,Natural Landscape
Aine Dunne - Fine Art Tapestry Weaver,http://www.ainedunneweaver.com,353879112502,-6.35127699999999,53.7621139999999,Louth,Drogheda,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Collon House,http://www.collonhouse.com/,353872355645,-6.48649999999999,53.778286,Louth,Collon,Ireland,"Historic Houses and Castle,Gardens,Garden,Tour"
Hall of the Red Earl,https://galwaycivictrust.ie/,35391564946,-9.05368079999999,53.2710074999999,Galway,,Ireland,Museums and Attraction
The Chimera Gallery,https://chimera-gallery.com/,353878038357,-7.3435026,53.5251466,Westmeath,Mullingar,Ireland,Art Gallery
Teach Mhuiris,https://www.gaothdobhair.ie/en/tourist-attractions-gweedore/teach-mhuiris,353749532208,-8.29234646143731,55.0752847715459,Donegal,Derrybeg,Ireland,"Castle,Historic Houses and Castle"
Sarah Walker Gallery,https://sarahwalkergallery.com/,3532770387,-9.9114999,51.6502189,Cork,Castletownbere,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Ireland Writing Retreat Donegal,https://www.irelandwritingretreat.com,353833356243,-8.23285486695841,55.0514962862241,Donegal,Gweedore,Ireland,"Learning,Activity Operator,Literary Ireland"
Garraí Fadó Garden,https://www.facebook.com/Garra%C3%AD-Fad%C3%B3-Garden-Beara-156532801063072,3532774844,-9.95525744072267,51.685466826339,Cork,Eyeries,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Food Shops,Shopping"
North Kerry Museum,http://www.northkerrymuseum.com,353877426231,-9.6553707,52.4708634,Kerry,Ballyduff,Ireland,"Museums and Attraction,Food Shops,Shopping"
Waterville Heritage Gallery,https://skelliggiftstore.com,353871241645,-10.17288159126,51.8283692684111,Kerry,Waterville,Ireland,"Craft,Shopping,Art Gallery,Museums and Attraction,Food Shops"
Michael Hanrahan Artist,https://www.michaelhanrahanartist.com/,353868251550,-9.33880759999999,52.9280625,Clare,Lahinch,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
126 Artist-Run Gallery,https://126gallery.com/,,-9.0494491,53.2772719,Galway,,Ireland,"Craft,Shopping,Art Gallery"
Burren Art & Craft Fair,https://www.facebook.com/burrencrafts,353868111511,-9.15068823475235,53.1169595713339,Clare,Ballyvaughan,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
The Butter Slip - Kilkenny,,,-7.25232939136697,52.6523615238896,Kilkenny,Kilkenny City,Ireland,Museums and Attraction
Achill Heritage Centre,https://achillheritagecentre.wordpress.com,353863406396,-9.98337119999999,53.9762268999999,Mayo,,Ireland,"Tracing Your Ancestors,Museums and Attraction,Activity Operator"
Claregalway Museum and Forge,https://facebook.com/ClaregalwayHistoricalSociety,353867778217,-8.927952,53.359957,Galway,Claregalway,Ireland,Museums and Attraction
Goma Contemporary Gallery,https://www.facebook.com/gomawaterford,353871961923,-7.10523489999999,52.2594229,Waterford,,Ireland,Art Gallery
Poet's Cottage,http://www.laois.ie/departments/heritage/laois-heritage-trail/poets-cottage,,-7.5924095,53.0048261,Laois,,Ireland,Museums and Attraction
I am of Ireland,https://www.iamofireland.ie/,353877997317,-7.83661849999999,51.9938669999999,Waterford,Clashmore,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Michael Budd Blacksmith,https://www.facebook.com/michaelbuddblacksmith/,353876688400,-8.376667,54.079911,Sligo,Castlebaldwin,Ireland,"Craft,Shopping,Art Gallery"
King of the Vikings,http://www.kingofthevikings.com,353761102676,-7.1065787,52.2602933,Waterford,,Ireland,"Learning,Museums and Attraction"
Top of the Rock Viewing Platform Trail,https://facebook.com/rockviewingplatform,+353(0)872989250,-10.2525746836364,51.9603862137861,Kerry,Cahersiveen,Ireland,"Photography,Learning,Walking,Natural Landscape"
Martina Furlong - Artists Studio Gallery,https://www.martinafurlong.com/,353874642440,-6.4063611,52.498219,Wexford,Gorey,Ireland,"Craft,Shopping,Art Gallery"
Haggardstown Old Church and Graveyard,,,-6.3780595,53.9662155,Louth,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Blackrock Wetlands,https://visitblackrock.ie/,353872077193,-6.3717605,53.9577093,Louth,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Natural Landscape"
IUNVA Post 19,https://iunvapost19.com/,353864160532,-7.7318534923462,54.9574038713154,Donegal,Letterkenny,Ireland,Public Sculpture
Passage West Maritime Museum CLG,http://passagemuseum.ie/index.html,353871363588,-8.336456,51.872362,Cork,Passage West,Ireland,Museums and Attraction
Cashel Folk Village Museum,https://www.cashelfolkvillage.com,3536263601,-7.8882142,52.5174899,Tipperary,Cashel,Ireland,"Learning,Museums and Attraction"
Carrowkeel Megalithic Site,http://www.megalithicireland.com/Carrowkeel%20home.htm,,-8.38766713650019,54.0745345605894,Sligo,Carrowkeel,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Coney Island,,,-8.5918066,54.2959612999999,Sligo,Coney Island,Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Food and Drink,Pubs and Bar"
Donaghmore Famine Workhouse Museum,http://donaghmoremuseum.ie,353868296685,-7.61259069999999,52.8770211,Laois,Donaghmore,Ireland,"Agriculture,Nature and Wildlife,Photography,Learning,Historic Houses and Castle,Museums and Attraction,Tour"
Coleman Irish Music Centre - Ceoláras Coleman,https://www.colemanirishmusic.com/,353719182599,-8.5230249,53.9962461999999,Sligo,,Ireland,"Learning,Museums and Attraction,Shopping,Traditionally Irish,Venue,Music"
County Museum Dundalk,https://www.louthcoco.ie/en/contact/location_maps/dundalk/dundalk_museum.html,353429327056,-6.3971254,54.0046228,Louth,Dundalk,Ireland,"Historic Houses and Castle,Museums and Attraction,Venue,Music,Tour"
Ballaghmore Castle,"http://www.megalithicireland.com/Ballaghmore%20Castle,%20Laois.html",35350521453,-7.70712899999999,52.9597586,Laois,,Ireland,"Photography,Learning,Historic Houses and Castle,Castle"
Ionad Cois Locha,http://dunleweycentre.com/,353749531699,-8.14764119999999,55.025326,Donegal,Letterkenny,Ireland,"Craft,Shopping,Cruising,Kayaking,Activity Operator,Walking,Museums and Attraction,Cafe,Food and Drink,Boat,Tour"
The Yeats Encounter,https://facebook.com/The-Yeats-Encounter-618433715302579,353871372122,-8.47722771848191,54.2738563268055,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Literary Ireland"
Sligo Folk Park,https://sligofolkpark.com/,353719165001,-8.39881869999999,54.1294653,Sligo,Riverstown,Ireland,"Museums and Attraction,Cafe,Food and Drink"
Shackleton Museum Athy,https://shackletonmuseum.com/,353598633075,-6.9832541,52.9916784,Kildare,Athy,Ireland,"Museums and Attraction,Tour"
Tropical World,https://tropicalworld.ie/,353749121541,-7.6942623,54.9662137,Donegal,Letterkenny,Ireland,"Bird Watching,Nature and Wildlife,Zoos and Aquarium,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Cavan and Leitrim Railway,https://www.cavanandleitrimrailway.com/,353719638599,-7.9164872,53.8595335,Leitrim,,Ireland,"Museums and Attraction,Tour"
The Burren Art Gallery,https://www.facebook.com/Burren.Art.Gallery/,353862000472,-8.9180727,53.0049327,Clare,,Ireland,"Craft,Shopping,Art Gallery"
Doe Castle,https://heritageireland.ie/places-to-visit/doe-castle/,353872937383,-7.8645123,55.1352927,Donegal,,Ireland,"Castle,Historic Houses and Castle"
Mary Crowley's Artist Studio and Gallery,https://marycrowleyart.com/,353862664554,-7.49599965152231,55.2695837391062,Donegal,Clonmany,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Workhouse Attic Memorial,https://leitrimtourism.com/heritage/st-georges-heritage-and-visitor-centre/,353719621757,-8.0948333,53.9468895999999,Leitrim,,Ireland,"Museums and Attraction,Tour"
Glenview Folk Museum,http://glenviewmuseum.ie,353719644157,-7.7977659,54.0270155,Leitrim,Ballinamore,Ireland,"Restaurant,Museums and Attraction,Food and Drink,Pubs and Bar,Tour"
Sliabh An Iarainn Visitor Centre,https://leitrimtourism.com/heritage/sliabh-an-iarainn-visitor-centre/,353719641851,-8.0492747,54.0388583,Leitrim,,Ireland,Museums and Attraction
St George's Heritage & Visitor Centre,https://stgeorgesheritagevisitorcentre.ie/,353719621757,-8.0948333,53.9468895999999,Leitrim,,Ireland,"Learning,Museums and Attraction,Tour"
The Irish Fly Fishing and Game Museum,http://laois.ie/departments/heritage/laois-heritage-trail/irish-fly-fishing-and-game-shooting-museum,353578736112,-7.34727699999999,52.8342124,Laois,Attanagh,Ireland,"Fishing,Angling,Museums and Attraction,Tour"
Costello Chapel,http://www.carrickonshannonparish.com/costello.htm,353719620170,-8.0953457,53.9453089999999,Leitrim,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Cathedral of Saint Patrick and Saint Felim,https://www.kilmorediocese.ie/cathedral-of-st-patrick-st-felim,353494331496,-7.3617541,53.9951218,Cavan,,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Abbey Road Artists’ Studios,http://www.athloneartsandtourism.ie/artists-studios/,353906442154,-7.9442923,53.429856,Westmeath,Athlone,Ireland,"Craft,Shopping,Art Gallery"
Nano Nagle Birthplace,http://www.nanonaglebirthplace.ie/,3532226411,-8.52272999999999,52.1512699999999,Cork,,Ireland,"Museums and Attraction,Activity Operator,Tour"
The Kenny Gallery,http://www.TheKennyGallery.ie,35391709350,-9.037494,53.2858129999999,Galway,Galway City,Ireland,"Craft,Shopping,Art Gallery"
Fiona Turley - Gallery Crafts,https://www.fionaturley.com/,3532527972,-8.2491951,52.1758149,Cork,Kilworth,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Ronan Halpin Gallery,https://ronanhalpin.com/,353872770409,-10.0966407,53.973012,Mayo,Newtown,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Waterford Room,http://waterfordlibraries.ie/branches/,+353(0)51849975,-7.11108,52.259561,Waterford,Waterford City,Republic of Ireland,"Learning,Historic Houses and Castle,Literary Ireland"
Dartfield Country Estate and Horse Museum,http://www.dartfield.com,35391843968,-8.479863,53.219883,Galway,Kilreekill,Ireland,"Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Learning,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping"
The Shannon Pot,http://www.marblearchcavesgeopark.com/attraction/shannon-port/,353719853941,-7.919,54.23475,Cavan,,Ireland,"River,Discovery Point"
Castlerea Railway Museum,https://www.hellskitchenmuseum.com/,353872308152,-8.494766,53.769823,Roscommon,,Ireland,Museums and Attraction
Frances Crowe Fibre Artist at Grange Studio,https://francescrowe.com/,353877760250,-8.2470631,53.721639,Roscommon,Grange,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Clew Bay Heritage Centre,https://www.westportheritage.com/,3539826852,-9.55461,53.801673,Mayo,Rosbeg,Ireland,"Walking,Tracing Your Ancestors,Museums and Attraction,Activity Operator,Tour"
The Masonic Centre,http://freemasonsnorthmunster.com,35361313399,-8.6256075,52.6704984,Limerick,,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Tour"
Nenagh Heritage Centre & North Tipperary Genealogy,https://www.facebook.com/Nenaghheritage/,3536733850,-8.2007414,52.8656669,Tipperary,Nenagh,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction,Tour"
The Sacred Heart Church,http://www.sacredheartroscommon.com,353906626298,-8.195589,53.628628,Roscommon,Roscommon Town,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kiltyclogher Heritage Centre and Seán MacDiarmada’s Cottage,http://kiltyclogherheritagecentre.com,353719854865,-8.03790249999999,54.3562595,Leitrim,Kiltyclogher,Ireland,"Museums and Attraction,Tour"
Claypipe Visitor Centre,https://www.facebook.com/ClaypipeCentre,353906661923,-8.095668,53.576378,Roscommon,Knockcroghery,Ireland,"Craft,Shopping,Museums and Attraction,Food Shops"
Inishmurray Island,https://inishmurray.com/,,-8.66140731884763,54.4324497652454,Sligo,Inishmurray,Republic of Ireland,"Island,Offshore Island"
Custom House Studios & Gallery,https://www.customhousestudios.ie/,3539828735,-9.5471245,53.8002199,Mayo,,Ireland,"Craft,Shopping,Art Gallery"
Bishop's Quarter ,,,-9.127942,53.1291281,Clare,Ballyvaughan,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Lough Derg Place of Pilgrimage,https://www.loughderg.org/,353719861518,-7.87127813389588,54.6089850115485,Donegal,Pettigo,Republic of Ireland,"Transport,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Coach,Road"
Kildemock Jumping Church,http://www.louthholidays.com,353429352111,-6.518018,53.831371,Louth,Ardee,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
John Hurley Gallery,http://hurleyscapes.com/,353872838895,-9.70546199999999,52.2690129,Kerry,Tralee,Ireland,"Craft,Shopping,Art Gallery"
Irish Military War Museum,https://irishmilitarywarmuseum.com/,353419819501,-6.47071249999999,53.7642649999999,Meath,Collon,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Tour"
Christ Church - Glandore,https://www.facebook.com/christchurchglandore,353238848166,-9.1237442,51.5656831,Cork,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilkenny City Library,https://www.kilkennylibrary.ie,+353(0)567794174,-7.250184,52.653473,Kilkenny,Kilkenny City,Republic of Ireland,"Learning,Literary Ireland"
Kilkenny Library Local Studies,http://kilkennylibrary.ie/eng/our_services/local_studies,353567794160,-7.24659719999999,52.655429,Kilkenny,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland"
Kerry Writers' Museum,https://www.kerrywritersmuseum.com/,3536822212,-9.4864602,52.4446144,Kerry,Listowel,Ireland,"Learning,Museums and Attraction,Literary Ireland,Cafe,Food and Drink"
Valentia Slate,https://www.facebook.com/ValentiaSlate/,353862398008,-10.3427468,51.9251401,Kerry,,Ireland,"Activity Operator,Natural Landscape,Tour"
Slieve Bloom Mountains,,,-7.5672222,53.0933333,Laois,,Ireland,"Walking,Natural Landscape"
Clare Museum,https://www.clarelibrary.ie/eolas/claremuseum,353656823382,-8.98146669999999,52.8440982,Clare,Ennis,Ireland,"Learning,Museums and Attraction"
River Nore,,,-7.3441386,52.7294592,,,Ireland,"River,Discovery Point"
Lorrha Monastic Village,https://www.visitlorrhadorrha.com/history.html,353872031798,-8.1223562,53.0944354,Tipperary,Lorrha,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle,Tour"
The Irish Museum of Time,https://www.waterfordtreasures.com/irish-museum-of-time,353761102501,-7.1068373,52.2606433,Waterford,,Ireland,"Craft,Shopping,Museums and Attraction,Tour"
Irish Silver Museum,https://www.waterfordtreasures.com/irish-silver-museum,353761102501,-7.1070386,52.2601005999999,Waterford,Waterford City,Ireland,"Craft,Shopping,Historic Houses and Castle,Museums and Attraction"
Deserted Village Guided Tour,https://achilltourism.com/deserted-village-guided-tours/,3539820400,-10.0767149,53.996425,Mayo,,Republic of Ireland,"Activity Operator,Ruins,Historic Houses and Castle,Tour,Walking"
Kiltartan Gregory Museum,https://www.kiltartangregorymuseum.org/,353868252164,-8.81543499999999,53.0994010999999,Galway,Cross,Ireland,"Historic Houses and Castle,Museums and Attraction,Literary Ireland,Tour"
Sligo Famine Family Memorial,,,-8.47677159999999,54.2738410999999,Sligo,,Ireland,Public Sculpture
WB Yeats Statue,,,-8.47384559999999,54.2725362,Sligo,,Ireland,"Photography,Learning,Public Sculpture,Literary Ireland"
Gleniff Horseshoe,https://sligowalks.ie/walks/the-gleniff-horse-shoe-benwisken-trail/,,-8.41511929999999,54.3708664,Sligo,,Ireland,"Cycling,Walking,Natural Landscape"
Charlie Chaplin Statue,,,-10.172121,51.8263396999999,Kerry,Waterville,Republic of Ireland,Public Sculpture
Viking Long Boat and Dragon Slayer Sword,,,-7.1053454,52.2605403,Waterford,,Ireland,Public Sculpture
The National Monument,,,-8.4745872,51.8960944,Cork,,Ireland,"Tracing Your Ancestors,Public Sculpture"
Statue of King Puck Killorglin,,,-9.78185769999999,52.1063939999999,Kerry,,Ireland,Public Sculpture
The Monk's Fishing House,,,-9.2889015,53.5399542,Mayo,Cong,Ireland,"Ruins,Historic Houses and Castle"
 Newport Railway Viaduct,,,-9.5449174,53.8843415,Mayo,Newport,Ireland,Historic Houses and Castle
Mulranny Saltmarsh,,,-9.7843193,53.8975187,Mayo,,Ireland,"Bird Watching,Nature and Wildlife,Natural Landscape"
Quincentennial  Fountain ,,,-9.04941819999999,53.2747095,Galway,Eyre Square,Republic of Ireland,"Historic Houses and Castle,Public Sculpture"
Galway City's Medieval Walls ,https://www.galwaycitymuseum.ie/medieval-galway/?locale=en,,-9.0499506,53.2731132,Galway,Eyre Square,Republic of Ireland,"Historic Houses and Castle,Ruins"
Knockboy and Priest's Leap,,,-9.47126589999999,51.7935396,Cork,,Ireland,Natural Landscape
Statue of John B. Keane,,,-9.48590239999999,52.4459208,Kerry,Listowel,Ireland,Public Sculpture
The Mission Sculpture,,,-9.5135087,52.0570463,Kerry,Killarney,Republic of Ireland,Public Sculpture
Dunloe Ogham Stones,,,-9.63480199999999,52.0603969999999,Kerry,Tralee,Ireland,Public Sculpture
"Árthach Dána, Amergin Memorial Sculpture & Sundial",,,-10.172165,51.8256197,Kerry,Waterville,Ireland,"Historic Houses and Castle,Public Sculpture"
Mick O'Dwyer Statue,,,-10.1721644,51.8267389,Kerry,Waterville,Ireland,"Gaa,Public Sculpture"
Monsignor Hugh O'Flaherty Memorial Statue,,,-9.5110669,52.0572116,Kerry,Killarney,Ireland,Public Sculpture
Johnny O'Leary Memorial Statue,,,-9.5071997,52.0573361,Kerry,Killarney,Ireland,Public Sculpture
Charles De Gaulle Memorial,,,-9.9018436,51.8388354999999,Kerry,,Ireland,Public Sculpture
Bronze Statue of John Egan,,,-9.89887609999999,51.8377533,Kerry,,Ireland,"Gaa,Public Sculpture"
The Way the Fairies Went,,,-9.9002382,51.8373175,Kerry,,Ireland,"Gardens,Garden,Public Sculpture"
"Church Island, Lough Currane",,,-10.129444,51.835,Kerry,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Ruins,Historic Houses and Castle"
The Diaspora Lady,,,-9.7897011,52.1066299999999,Kerry,Killorglin,Ireland,Public Sculpture
Ballykissane Monument,,,-9.7854727,52.1255557,Kerry,,Republic of Ireland,Public Sculpture
Pikeman Statue,,,-9.7051622,52.269098,Kerry,Tralee,Republic of Ireland,Public Sculpture
Willie Clancy Statue,,,-9.4007763,52.8562013,Clare,,Ireland,Public Sculpture
Mohammed Ali Monument,,,-8.9850989,52.8379988,Clare,Ennis,Ireland,Public Sculpture
The O'Connell Monument,,,-8.63174589999999,52.6589358999999,Limerick,Limerick City,Republic of Ireland,Public Sculpture
Tait's Clock,,,-8.6273501,52.6599472,Limerick,,Ireland,"Historic Houses and Castle,Public Sculpture"
Charlie Haughey Memorial,,,-10.2751531,52.1387839,Kerry,Dingle,Ireland,Public Sculpture
Writers Wall,,,-10.2786912,52.1443777,Kerry,Dingle,Republic of Ireland,Public Sculpture
